,sentence,학습용 분류
1661,"쫀듸기’ 걸고 갤러그 대결 ""저희 회사는 송년회를 테마 파티형식으로 진행합니다.",1
1662,"또 내게 주신 은혜를 알므로 기둥같이 여기는 야고보와 게바와 요한도 나와 바나바에게 교제의 악수를 하였으니 이는 우리는 이방인에게로, 저희는 할례자에게로 가게하려 함이라 갈2:8~9 할례자(유대인)로 부르심을 받은 자가 있느냐?",0
1663,"특히 휴대전화 교체를 두고 ""증거인멸’ 의혹에 나오는 데 대해선 ""4월에 벌어진 사건인데 (경찰이) 한 번도 휴대전화를 요청한 적이 없었다. 변호사를 통해 휴대전화를 제출할 의사가 있느냐고 물어오지도 않았다""며 ""선거용으로 쓰던 휴대전화인데, 만약 그때 요청을 했으면 드렸을 것이다. 왜 7개월 동안 요청을 안 했는지 저희도 아쉽게 생각한다""고 말했다.",1
1664,"홍 사무총장은 15일 cbs라디오 ""김현정의 뉴스쇼’와 인터뷰에서 ""우리 정강정책이라든지 사회적 현안 문제를 토론하고 간담회 하는 그런 자리에서 강연재 변호사가 자연스럽게 저희와 합류해 그런 정책을 논의해 왔다""며 이같이 말했다.",1
1665,"""이미 사실 관계 확인이 끝났고, 북송할 일은 없다고 이해하면 되느냐’는 질문엔 ""방송 내용에 대해서 저희(통일부)가 검토 중에 있다""면서 ""다시 말씀드리면 판문점 선언에 ""남과 북은 인도적 문제를 시급히 해결하기 위해서 노력하며 적십자회담을 개최해서 이산가족 상봉을 비롯한 제반 문제들을 협의·해결해 나가기로 했다’고 돼있다""고 말했다.",1
1666,"1차 때보다 비핵화 논의 전망 '톤다운'한 靑 그는 ""(비핵화) 이 부분은 실무적인 차원에서 논의할 수 없는 의제이고, 논의해도 합의에 이룰 수 없는 것""이라며 ""두 정상 간에 얼마나 진솔한 대화가 이루어지느냐에 따라서 비핵화의 구체적 진전에 대한 어떤 합의가 나올지, 또 그 내용이 합의문에 담길 수 있을지, 합의문이 아니면 구두합의가 이루어져서 발표가 될 수 있을지 (알 수 없다). 이 모든 부분이 저희들로서는 블랭크(blank, 백지상태)""라고 말했다.",1
1667,"주변 사람들이 ""애 키우기 힘들다"" 해서 저희도 아기 낳기가 두려웠던 게 사실입니다.",1
1668,저희에게 큰 영향을 준 음악에 대한 헌정인 셈이죠.,1
1669,"하지만 이런 곳은 워낙 많은 회사들이 한 공간 안에 있기 때문에, 고객사가 저희 사무실을 방문을 했을 때 여기가 마펑워라고 생각하게 만들기는 쉽지 않고, 안정적이지 못한 느낌을 줄 수도 있더군요.",1
1670,"한편 박 전 대통령 측 국선변호인은 1심 선고 직후 ""오늘은 1심 선고일 뿐이다. 앞으로 항소심, 대법원에서 다른 판단을 해주실 것이라고 믿는다""며 ""저희 국선 변호인들은 마지막까지 피고인의 이익을 위해 최선을 다할 것""이라고 항소를 시사한 바 있다.",1
1671,"이날 여러 현안을 놓고 진행자와 이야기를 나누던 홍 원내대표는 이 지사와 관련한 질문으로 넘어가자 한숨을 내쉬며 ""사실 저희도 당으로서 정말 굉장히 곤혹스러운 상황이다""고 말했다.",1
1672,"저희 부모님은 결혼해 1년가량 같이 살기를 바라셨고, 아내는 절대로 안 된다며 맞선 상황이었어요.",1
1673,"1월 중 노사정위원회 출범되면 저희가 계획하고 있는 선도사업에서 노사대타협을 통해서 일자리도 만들고 새로운 사업, 산업을 일으키는 좋은 사례 만들 것이다.",1
1674,"이어 ""저희가 스카프에 얼음을 넣는 아이스 스카프를 쓰는데 이게 배달을 한 번 갔다오면 다 녹아서 소용이 없어질 정도다. 그리고 계단을 계속 왔다 갔다 해야 하니까 더 힘이 들고 머리도 어지럽고 힘들다""고 말했다.",1
1675,"심지어 국가대표 선발전 때도 저희에게 아무런 말씀 없이, 출장을 가신다는 이유로 대회장에 오지 않은 날도 이틀이나 됩니다.",1
1676,"윤 수석은 ""사실 정부 대표단이 아니라 정당 대표단이 행사를 하는 과정에서 있었던 일이라 저희들도 정확히 맥락을 파악하지 못했다""며 ""평양에 우리 측 대표단 내에서 얘기가 별도로 있지 않을까 예측한다""고 했다.",1
1677,"홍 의원은 ""저희 유치원은 대학 부설 유치원이기 때문에 여러 유치원하고 완전히 시스템이 다르다. 이것은 완전히 사립학교법에 의해 통제되고 있는 유치원이기 때문에 이사장과 원장을 겸직하고 있는 개인의 유치원하고 완전히 다르다""고 강조했다.",1
1678,"이어 ""아마 지금 검찰이 공소 여부를 결정하는 그 시기가 (이 지사에 대한 결정)첫 번째 단계가 될 것 같다""며 ""그 기소가 어떤 혐의에 대해서 기소가 되는지 이런 것을 저희가 봐야 된다""고 말했다.",1
1679,저희가 안마하는 팀이 있었다.,1
1680,"이어 ""원구성 협상도 바로 시작해야겠지만 그 과정에서 저희가 긴밀하게 논의하고 또 원만한 합의를 도출하는 데 있어 김 원내대표가 잘 해주실 것이라 확신한다""며 ""원구성 협상도 잘 마무리 짓고 국민들의 민생과 평화를 책임지는 국회가 되기 위해 함께 힘을 모아 국민들의 기대에 보답했으면 한다""고 덧붙였다.",1
1681,"이어 ""저희는 그런 서명운동을 하려고 했으나 우선 저희 마음을 추스르고 상황이 정리가 되면 다시 시작할 예정이다""라고 덧붙였다.",1
1682,"이어 ""그런데 언론의 취재 과정에서 협조하고 있던 중, 매트리스 소재로 쓰인 것이 칠보석이 아니라 희토류이며 여기에서 라돈이 방출된다는 사실을 알게 되었다. 이러한 사실을 몰랐던 저희 회사 역시 몹시 당황하고 놀랐으며, 경위야 어찌되었든 사회적 물의를 일으킨 점 머리 숙여 깊이 사죄드린다""고 사과했다.",1
1683,저희 아버님은 일 년 전에 폐암 판정을 받으셨어요.,1
1684,"박진영은 그러면서 ""이왕 이렇게 된 것, 제 간증문을 올릴 테니 꼼꼼히 한 번 봐달라""며 ""그 내용 중에 법적으로나 윤리적으로 문제가 있다면 당신들의 취재는 합당한 것이겠지만 만약 없다면 저희에게 입힌 모든 피해에 대해 법적 책임을 지게 될 것""이라고 말했다.",1
1685,"한편, 이날 강 변호사는 ""저희가 피고발인 사건이 있고 참고인 신분 사건이 있는데 피고발인으로 돼 있는 사건 오늘 조사는 성실히 응할 계획이지만, 바른미래당에서 이 지사를 고발한 공직선거법 위반 사건은 참고인 신분이라 여기 분당경찰서에서는 거부할 예정이다""라고 밝혔다.",1
1686,"이어 ""다소 답답해 보이겠지만 저희로서는 절차와 계획에 따라 최선을 다해 움직이고 있는 상황이어서 그런 부분은 이해해달라""고 했다. '정부가 합법적으로 하는 사업에 대해 주민들이 1년 넘게 도로 점거를 하는 등 불법행위를 하고 있는 것 아니냐'는 질문도 나왔다.",1
1687,"처음엔 해외 밴드들의 사진과 영상을 보며 콥스 페인팅을 연구했지만 점점 저희만의 색깔을 찾아가고 있죠.""(지니)",1
1688,"청와대에서 묶어 오라고 하니 저희 입장도 난처합니다.""",1
1689,"김관영 원내대표도 ""저희가 국민에게 (통과를) 약속드렸던 만큼, 가장 이른 시일 내에 약속을 지키기 위해 노력하겠다""고 말했다.",1
1690,"허민호는 ""그동안 일본이 저희를 아래로 봤는데 이제는 일본이 긴장할 수 있을 때까지 왔다고 생각한다. 개인전도 중요하지만 단체에서 꼭 이기고 싶다""고 다짐했다.",1
1691,"이어 ""다만 지금 여러 가지 사안 중에서 비교적 빨리 처리할 수 있는 사안도 있을 거라고 생각이 된다""면서 ""때문에 가능한 한 저희들이 그 일정부분에 대해선 빠른 시일 내에 조치하기 위해서 열심히 지금 노력하고 있다""고 덧붙였다.",1
1692,"강 변호사는 ""이 전 부회장이 나와 저희가 원하는 것과 같은 진술을 한다면 나머지 증인은 필요 없다""며 ""절반 정도 신문을 해보고 줄여나갈 것""이라고 했다.",1
1693,"저희 상품 포트폴리오부터 한 번 보시죠.""(양천석 사조씨푸드 유통팀 차장)",1
1694,"세르뉘시 이어 퐁피두센터 직접 기획, 유족에 작품 17점 기증받아 전시회 ""이응노 선생님은 붓을 든 저희들의 손을 잡고 ""콤사(Comme ¤a·이렇게)’라면서 친절하게 그림을 가르쳐줬어요. 고국 걱정을 많이 하더니 이런 그림도 그리셨군요."" 20일(현지 시간) 프랑스 파리 퐁피두센터(프랑스국립현대미술관) 5층 전시실.",1
1695,"저희는 제천 동명초등학교 3학년 강나연, 5학년 김문주입니다.",1
1696,"마피아’들을 위한 좋은 혜택과 서비스를 저희가 만들어 가고 싶습니다.""",1
1697,"기자가 ""분위기가 고등학교 같다""고 묻자 민 씨는 ""그래서 저희 별명이 ""고4’다""라며 웃었다.",1
1698,"화탑영농조합 박수진 상임이사 ""나주 쇠고기로 애견용 육포사업 진출"" ""일주일 전에 26세 대졸 청년이 저희 영농조합법인에 들어왔어요.",1
1699,"문 대통령은 간담회 말미에 ""하나만 부탁드린다. 첫 정상회담 성공의 절반은 함께 가는 취재진에 달렸다고 생각한다""며 ""새 정부의 첫 해외순방이고 한미 정상회담인 만큼 저희도 열심히 노력할 테니 성공을 거둘 수 있게 취재진 여러분도 도와 달라""고 당부했다.",1
1700,저희들이 다 형편이 좋지 않아 콩쿠르 참가 경비를 마련하기도 쉽지 않았어요.,1
1701,"평범한 사람이 특별한 날에 저희 옷을 입고 특별한 기분과 주목을 받았으면 좋겠거든요.""",1
1702,"저희에게 타투는 본질적으로 예술입니다.""",1
1703,"그런데 그 엄마가 먼저 ""저희 애 이번에 한자시험 봤어요""라고 말을 꺼냈다.",1
1704,"저희 레스토랑 ""울트라 바이올렛’에서는 오후 10∼11시 사이, 정찬의 마무리로 커피를 선보이는데 이때 완벽하게 일관된 맛과 향, 적정한 볼륨이 조화를 이룬 커피가 필요했어요.",1
1705,"저희 또한 실력과 마음가짐 모두 프로페셔널인 전문가 집단이라는 자부심이 더 큽니다.""",1
1706,"[김창기의 음악상담실]부모가 아이들에게 배워야 할 것 워너원의 ""에너제틱’ 요즘 저희 늦둥이 막내딸은 워너원과 사랑에 빠졌습니다.",1
1707,"서 차관은 ""저희(국방부) 공식보고서에는 확인이 안 된 상태라 ""불상 발사체’라고 돼 있다""라면서도 ""초기 판단에서는 단거리발사체 궤적이 기존 스커드미사일과 달라 방사포 가능성도 염두에 두고 있었던 것""이라고 해명했다.",1
1708,"[ 책 속의 이 한 줄] 칸 막이 구조에 갇힌 "" 사일로 이펙트’… 금융위기 키워 "" 폐하, 저희가 위기의 시기와 정도, 심각성을 예측하고 이를 저지하지 못한 것은 금융 시스템의 리스크를 전체적으로 이해하는 집단 상상에 실패했기 때문입니다.",1
1709,"안 대표는 사당화(私黨化) 논란이 불거졌던 1월 말에도 ""우리는 지금 16석에 불과하다""며 ""저희는 창당준비위원회 단계로 아직 제대로 된 정당의 모습은 갖추지 못했다""고 했다.",1
1710,저희는 돈을 아끼자는 목표가 뚜렷해요.,1
1711,"황 이사는 """"움직임’에 대한 저희의 애착은 게임으로 더 나은 세상을 만들기 위한 고민의 결과물이었습니다. 앞으로도 그런 애착으로 게임을 만들 겁니다""라고 말했다.",1
1712,보통 두세 번 암행 뒤 선정을 결정하지만 저희 가게에는 다섯 번 이상 방문했다고 하더군요.,1
1713,"임원 중 한 명은 ""저희 임원들이 일을 잘 못해 문제가 생긴 듯하다. 제안한 내용은 끝까지 해결하도록 하겠다""며 ""각자 현업에 돌아간 뒤에도 좋은 의견이 떠오르면 언제든 메일 또는 전화로 알려 달라""고 주문했다.",1
1714,""" 권 해원 군 (12· 초등학생) "" 아이돌 공연에 저희처럼 엄마와 딸이 같이 오는 경우도 꽤 많아요.",1
1715,"저희가 감당할 수 있는 수준이 아니었어요.""",1
1716,거기도 일이 늦게 끝나는데 낮에 바쁘니까 생일파티를 못 했다가 새벽에 저희 가게에 와서 케이크 놓고 축하 파티를 할 때가 종종 있더라고요.,1
1717,"이견은 지속적으로 대화를 통해 협력하고 서로 이해를 시키고, 또 부족한 것은 저희가 갖춰 가면서 조화로운 관계를 이뤄내도록 하겠다.",1
1718,"알릴 창구는 저희가 마련해 드립니다""",1
1719,"안 대표는 김 대표의 야권연대 제안에 대해서도 ""처음부터 저희 당을 정치공작의 대상으로 삼았다""면서 ""그것들이 실패하다 보니 이제 패배의 책임을 돌리려 공작하고 있는 게 아닌가 생각한다""고 했다.",1
1720,"가판대 위에 ""저희가 다니던 직장을 내팽개치고 스무디 장사를 해도 될 것 같습니까?’",1
1721,"나경원 의원도 ""당 대표께서 오셨는데 최고위원은 아무도 참석하지 않았다""며 ""저희 당이 어떤 모습으로 비칠까 아쉽다""고 지적했다.",1
1722,"날개 단 주택연금…주거용 오피스텔도 허용 추진 ""아버지가 평생 이루신 재산이니 굳이 저희한테 물려주실 생각 마시고 편하게 결정하세요.""",1
1723,"[사설]DJ 7주기에 돌아보는 야당 집권의 길 어제 거행된 고(故) 김대중(DJ) 전 대통령 7주기 추도식에서 문재인 전 더불어민주당 대표는 ""내년 대선에서 정권교체를 하기 위해서는 (야권이) 다들 뜻을 함께하리라고 믿는다""며 ""저희가 어떤 방식이든 함께 힘을 모아서 반드시 정권교체를 해낼 것""이라고 말했다.",1
1724,"또 ""저희가 (당을) 나가게 된다면 의원 수가 적어도 30명 이상은 된다""고도 했다. *　""새누리당 자산 국가에 헌납해야""",1
1725,"[같은 공간, 다른 시간]아버지, 이젠 제가 업어 드릴까요 저희 아버지는 등산 마니아이십니다.",1
1726,"그런 말에 개의치 않고, 저희의 음악이 ""노라조 스타일’로 정의될 수 있도록 열심히 할 생각입니다.""(조빈) 노라조는 새 싱글 ""야생마’를 통해 싼티의 진화를 보여주고 있다.",1
1727,저희처럼 단골 대상으로 하는 동네 장사에서 가장 중요한 게 믿을 수 있는 음식을 파는 것이라고 생각했어요.,1
1728,"결국 저희들이 더 고민하고, 더 나은 음식을 내놓아야 하지요.",1
1729,"또 몇몇 분들은 저희가 발표한 곡들이 비슷하다며 ""자기 표절’이라고 폄하하기도 해요.",1
1730,저희 세대는 권위적인 커뮤니케이션에 익숙하지 않은데 나이가 많은 분들 중에는 가끔 여자가 운영하고 이끄는 조직을 가볍게 보시는 분들도 계시기는 해요.,1
1731,"비슷한 신생 프로가 나오면 저희들끼리 하는 말이 있어요. """,1
1732,천년 역사를 가진 세계문화유산과 유적지를 돌아다닌 끝에 저희는 여행의 하이라이트인 불국사에 들르게 됐습니다.,1
1733,"사람들의 감정을 대신 저장해주고, 그것에서 행복을 찾아주는 것이 저희의 목표예요.",1
1734,"전 팀장은 ""요즘 채용 담당자들은 지원자들의 ""스펙’이 너무 과도해서 오히려 고민""이라며 """"토익 만점이 저희 인재상입니다’라고 말하는 회사는 어느 곳에도 없다""고 잘라 말했다. """,1
1735,흑백사진 오른쪽에 계신 분이 고교 3학년 때의 저희 아버지이십니다.,1
1736,친척이 돌아가고 나면 저희들에게 단단히 이르는 것도 잊지 않으셨습니다.,1
1737,"나를 흘겨보다 미소 짓는 캐릭터 "" 저희 캐릭터가 지을 수 있는 표정이 40가지 정도 됩니다.",1
1738,저희 집에도 아일랜드 방식의 키친바흐를 적용했는데 아내가 참 좋아합니다.,1
1739,입학 절차가 까다롭고 경쟁률도 9 대 1에 이르지만 많은 한국 학생이 패션 수도 뉴욕에 있는 저희 학교를 찾아옵니다.,1
1740,"당시 오전 5, 6시 쯤 하루를 시작했던 이들의 첫 일과 인 기도의 내용은 "" 하나님, 중국 경찰의 눈을 가려 저희를 보지 못하게 하시고 그들의 귀를 막아 저희 소리를 못 듣게 하소서"" 였다고",1
1741,"새누리당 홍문종 사무총장은 21일 한 라디오에 출연해 ""당원들은 김황식 전 총리를 ""필승카드’라고 생각하는 것 같다""며 ""김 전 총리가 총리직을 성공적으로 했고, 강직한 이미지와 호남 출신 등 저희 당이 굉장히 선호하는 것을 가지고 있다""고 말했다.",1
1742,저희 반엔 시험기간에 커피를 3시간마다 한 잔씩 마시며 꼬박 나흘간 잠을 안 잔 학생이 있었어요.,1
1743,"그런 고객들에게 해드릴 수 있는 말은 ""저희도 한도가 이렇게 한 번에 많이 줄어들 것이라고는 예상치 못했다""는 점과 ""기왕 이렇게 된 바에야 법이 바뀐 것만 원망하기보다는 자신의 자산현황을 파악해 최적의 절세전략을 개발하고 수익률을 극대화해야 한다""는 점입니다.",1
1744,일본에서 13대째 도자기 가업을 이어온 한 집안의 부인이 저희 부부를 점심에 초대했어요.,1
1745,"같은 공간, 다른 시간 저희는 같은 아파트 절친 3인방입니다.",1
1746,"안 캠프 박선숙 본부장은 22일 ""국민이 단일화 과정을 만들어주면 그 과정에서 반드시 이길 수 있는 후보가 선출돼야 한다. 저희는 반드시 승리할 것""이라고 말했다.",1
1747,저희는 더이상 갈 데가 없어요.,1
1748,저희 모두 무척 놀랐고 옛 동료를 다시 만난 것처럼 기뻤죠.,1
1749,저희는 달라요.,1
1750,"이들은 ""시위를 하는 저희를 보고 한 지나가던 분이 ""북송 문제는 탈북자만의 문제가 아니다. 우리 모두의 문제다’라고 말씀해주셨을 때 가장 힘이 났다""며 ""원래는 한 달 기한으로 시위를 시작했지만 좀 더 많은 분이 그렇게 말씀해 주실 때까지 시위를 계속할 생각""이라고 말했다.",1
1751,"저희 게스트하우스에 묵던 한 젊은 중국인 손님이 밤늦게 길을 잃었는데, 택시 노조 파업일이라 택시를 찾을 수 없어 헤맸다고 합니다.",1
1752,"윗사람이나 남에게 겸양의 표현으로 ""저희’라는 말을 쓴다.",1
1753,"저도 신문에서 ""다시 빛과 소금으로’ 시리즈 봤습니다. 큰 교회에서 큰일들 많이 하시는데, 글쎄, 저희처럼 내세울 거 없는 사람들도 기삿거리가 되나요?"" 이 목사의 얼굴이 섬사람들처럼 붉어졌다.",1
1754,저희 부부는 지금 우리의 꿈을 향해서 함께 가고 있습니다.,1
1755,저희만의 노하우라면 저녁에는 가로등 아래가 좋죠.,1
1756,"볼리비아 주민들 춤추며…""저희는 한국을 믿습니다""",1
1757,"""저희들도 어린이재활병원에 힘 보탤게요"" 고사리손들이 모은 성금 80만원 김포 늘품자연유치원 130명 가수 션 직접 방문 전달 받아 경기 김포시의 늘품자연유치원 어린이들이 푸르메어린이재활병원 건립을 위한 ""만 원의 기적’ 캠페인에 동참했다.",1
1758,"라이벌 관계도 중요하지만 저희가 가장 먼저 해야 할 일은 ""기다려온 팬들에게 믿음을 주는 것’이라고 생각해요. 시크릿이 열심히 준비해왔음을 보여드리는 거죠. 이게 가능하다면 멋진 경쟁으로 이어지지 않을까요?""(전효성) 1년 만에 컴백한 시크릿의 각오는 비장하다. """,1
1759,"그래서 저희 반 애들이 ""하지 마라’라고 얘기하고 성운이를 데려왔어요!"" 자랑스럽고 뿌듯한 표정으로 승전보를 전하는 그 아이는 이제 방관자가 아니라 당당한 방어자의 모습이었다.",1
1760,""" 저희들이 꼭 하고 싶은 일이 있는ㄷㅔ, 도무지 자리에 가만히 앉아 있질 못하겠더라구요.",1
1761,"저희도 팩스 쪽이 좋으니, 잘 부탁합니다.A:그럼, 곧 보내 드리겠습니다.*",1
1762,"""저희가 이 땅에 와서 제일먼저 배워서 한 말이 뭔지압니까?""",1
1763,저희 학교에 놀러 오세요’,1
1764,"연예인들 앞다퉈 출전 ""東亞마라톤 스타와 함께 뛰어요"" 연예인들 앞다퉈 출전 ""東亞마라톤 스타와 함께 뛰어요"" 이병헌 명세빈등 마스터스 부문 도전 """"1미터 1원’에 동참동심에 희망 주고파"" ""마라톤의 긴 호흡을 몸에 익혀70주년을 맞는 동아마라톤대회처럼 저희들도 팬 여러분 곁에 오래 머물고 싶습니다. """,1
1765,"아빠 플리즈, 오른쪽 모유는 제꺼예요’(미스터맘마)""저희 학교에 놀러 오세요’(여고괴담)",1
1766,저희 가족은 언니의 유언대로 화장해드렸습니다.,1
1767,지금 저희들은 잘 지내고 있으니 크게 다행입니다.,1
1768,"임원이라는 자리가 먼저 희생하는 자리라는 것을 절감하고 있다. """,2
1769,제 처의 말만을 경솔하게 믿은 나머지 제 처와 관련된 사항을 개인적으로 입수하여 제 처를 질책하면서 결백을 밝히라고까지 한 어리석은 행동이 마치 사건의 처리와 관련하여 엄청난 부정을 감추는듯 비쳐지고 로비 의혹이라는 본질과무 관하게 국민들의 의심을 받게 된것은 저희 부부의 자업자득이라고 생각합니다.,1
1770,"팔찌의 구리 성분이 몸 안에 흡수돼 증상이 개선된다는 얘긴데, 저희 병원 연구 결과 아무 근거 없다고 증명됐습니다.",1
1771,"저희 학생들도 반성하고 잘못을 고칠 수 있도록 노력하겠습니다. """,1
1772,"피차""나를 밀어내려 한다’""이간질에 넘어가 충신을 버리려 한다’고 여기는 분위기다. 12일 심야담판에서도 김 총리는 ""나를규탄하려 한다는 정보를 갖고 있다""고 했고, 김 부총재는""저희를 어떻게 보셨기에 직접 말씀하시지도 않느냐""고 했다.",1
1773,저희두 국대안 반대 투쟁 중입니다.,1
1774,그러나 적어도 저희는 요즘 달라졌습니다.,1
1775,"[ 횡설수설/ 홍 찬 식] 학생 입막은 학교 횡설수설 학생 입막은 학교 "" 저희들에게 호프집을 출입하지 말라고",1
1776,"아버님 어머님, 저희 내외 이끌어주시고 손자 민석이를 힘들게 돌봐주신 것을 늘 고맙게 생각합니다.",1
1777,"""어른들도 저희처럼 양보를‥‥""중계동""어린이 교통공원’초등생 등 하루250명 찾아 큰길 건너는 요령 등 배워 서울 노원구 중계동에는""어린이 교통공원’이 있다.",1
1778,저희들은 무서워 견딜 수가 없습니다.,1
1779,"악독한 놈들, 저희도 사람인데 어떻게 이럴수가있나….""""화전민으로 살림이 어려우나 단란한 가정""",0
1780,"명예퇴직하신 아빠께""저희가 열심히 일할테니 힘내세요""",1
1781,"저희 학생들의 인기는 대단했지요""라며 당시를 회고했다.",1
1782,"""저희들이 들은 그 무서운 소리는 무엇입니까?",1
1783,저희들 곁에 살아계시다는 것만으로도 행복하고 감사합니다.,1
1784,"그러나 저희 회사는 지금 당장 피임약을 얼마나 더 팔 것인가에는 별 관심이 없어요.""",1
1785,저희 심판들은 최종규 감독의 참회록에 대하여 많은 부분 공감하며 판정시비로 도마에 오른 당사자로서 깊이 반성하고 있습니다.,1
1786,"그 다음 일은 저희들이 의논해서 해결하겠습니다. """,1
1787,하지만 시부모님은 시간이 없다는 저희의 말을 들으려하지 않으십니다.,1
1788,"이번 참가를 계기로 인천지역 해양오염 등 환경문제에 저희들이 전위대가 되어 적극 나설 것입니다.""",1
1789,"업체나 중구청이 모두 저희들을 얕보고 그러는 거지요. "" ",1
1790,자기들 구미에 맞지 않으면 모조리 반개혁으로 매도하고 저희들 배짱에 안맞으면 국회고 민생이고 뒷전으로 밀쳐버린다.,0
1791,돼지가 없으면 원숭이들은 좌충우돌 저희들끼리 싸워 상해를 입히기 일쑤다.,0
1792,"부모님께 무릎을 꿇고 ""저희들의 불효를 용서해 주세요""라며 소식을 전했지만 엄마는 도저히 믿을 수가 없다며 그 자리에서 실신하시고 아버지는 굵은 눈물을 훔치며 화장실로 뛰어 들어가시고….",1
1793,""" 전등 끄기가 약을 먹는 수준이라면 저희는 에너지 시스템을"" 수술’ 하는 것이라고 할 수 있죠.",1
1794,"김씨는""5년전 저희 가족처럼 절망에 빠진 어린이와 그 가족들에게 용기를 주고 싶어 이번 행사를 준비했다""며 ""어린이 환자들이 원하면 언제든지 다시 올 것""이라고 말했다. ",1
1795,"""어린시절, 저희 세 자매는 용모때문에 많은 놀림을 당했죠.",1
1796,저희들은 총장각하를 중심으로 굳건히 단결하여 민족사적 사명 완수에 신명을 바칠 것을 다시 한번 맹세합니다.,1
1797,"한통, 제 살 깎기 자료 배포 ""저희 인터넷 폰 서비스는 품질이 형편 없으니 가급적 사용하지 말아주세요.""",1
1798,"저희 부부는 ""CC캠퍼스커플’ 출신입니다.",1
1799,"오, 나으리, 저희 여왕께서 저를이리 보내셨습니다! 클레오파트라가 너를 보냈다고?",1
1800,솔직히 저희 둘 다 취약점이 있어요.,1
1801,"학생 31명 학교 소개 발벗고 나서 고3에 편지쓰기…인터넷 활용도 ""우리 대학 홍보는 젊고 발랄한 저희들이 맡겠습니다"" ",1
1802,저희들은 고문이라도 하지 않는한 한마디도 불지 않을 것입니다.,1
1803,굳이 변명을 드리자면 저희에게는 누이동생 하나가 있는데 아버지의 마지막 당부말씀도 있고 해서 저희들은 그 아이를 보살피는데 여념이 없었습니다.,1
1804,"어제는 저희 다솔이가 아파트 화단에 핀 라일락을 보며 느닷없이""선생님의 냄새가 난다""고 말하더군요.",1
1805,"현철씨는 이날 대검청사를 나오면서 ""본의 아니게 국민여러분과 저희 아버님께 심려를 끼쳐드려 대단히 죄송합니다""라며 울먹였다.",1
1806,"""저희는 철저하게 품질로 승부합니다.",1
1807,"토종 홍화씨 또는 잇꽃씨……그 꽃은 여성들의 통경약이나 어혈을 푸는 약재로 한방에서 널리 써 왔으나 이 약초의 씨가 뼈 질환에 놀랄만큼 뛰어난 사실은 인속의학자이셨던 어느 할아버지께서 발견하였고 저희는 재배 10년, 연구 10년…",1
1808,"최원장은""저희 화실을 찾는 장애인들에게 그림은 취미가 아니라 종교같은 힘을 갖는다""며 ""특히 화실까지 나오기도 힘들 정도로 거동이 불편한 장애인을 위해 공동숙소같은 곳을 마련했으면 한다""며 많은 관심을 부탁했다.",1
1809,그러나 그분이 정말 부자라면 벌써 짐이 도착해서 지금 쯤은 저희들로부터 빌려간 돈을 갚음으로써 그분의 성실성과 신용을 증명해 보여주어야 했을 것 아닙니까?,1
1810,"참고로 저희 본부는 대리들의 모임인 주무사원협의회에서 본부의 현안, 대안 등을 의논하고 부서간 정보를 정기적으로 교류하는데, 아주 효과적이랍니다",1
1811,"그 전투를 치르는 동안 저희들은 피륙 이백 짝을 빼앗기고, 백인노예 오십 명 의 목숨을 잃었습니다""""",1
1812,"저희 병원에 영안실이 없으니 어떻게 하지요.""""",1
1813,"그리고 저희들은 여기서 멀지 않은 곳에 위치한 은둔의 영지, 임금님께서 저희 아버지께 하사하였던 바로 그 영지에 살고 있사옵니다",1
1814,저희들도 모두 일어나 그를 맞아 자리를 권했습니다.,1
1815,"""에어프랑스""별도 공간 마련 간접흡연 없어 비흡연자도 호응. ""애연가라면 저희 비행기를 이용해보세요"".",1
1816,이 세계 소 대회에서 우유를 먹고 자란 수 십억 인류의 아기들 소유권은 저희들에게 있다고 만장일치로 선언을 한다.,1
1817,"저희들도 마찬가집니다""",1
1818,"""저희 〇〇는 15시부터 다음날 아침 7시까지 영업하니까 많이 놀러오세요.""",1
1819,"저희들은 분명 어제 저녁에 말의 털을 빗겨 주었고, 수탕나귀에게는 여물도 듬뿍 주었습니다.",1
1820,"저희 곁에 살아계시다는 것만으로도 가슴 벅찬 기쁨이었습니다. 6월 큰언니, 가을 둘째 언니가 결혼할 때도 당당하게 걸어주세요.",1
1821,"애연가위한 기내 흡연실 등장""에어프랑스""별도공간 마련간접흡연없어 비흡연자도 호응""애연가라면 저희 비행기를 이용해보세요"".",1
1822,"이씨는""직원들에게서 저희들 덕분에 딱딱한 경비업무 분위기가 좋아졌다는 얘기를 많이 듣고 있지만 반도체회사의 보안이 이렇게 철저한 줄은 몰랐다""고 말했다.",1
1823,"마땅히 저희가 감사해야죠.""",1
1824,"심씨는""조각가란 나무가 됐건, 쇠가 됐건 저희들이 주변 공간과 잘 어울릴 수 있게 환경을 조성해주는 게 역할인 것 같다""고 말했다.",1
1825,"저희가 한국에서 살았다면 교육비 감당에 허리가 휘어졌을텐데…"" 참을성, 규율, 실용성과 활동성을 중시하는 영국식""훈육(discipline)교육""이 보존된 탓에 뉴질랜드 학생 대부분은 지금도 교복을 입는다.",1
1826,"그 때 저희들끼리 수군거리던 비린치 일행이 고문간에게 다가왔다.""",0
1827,어찌되었건 간에 저희 만화영화로 인하여 겪으신 불편에 대해 영화제작사의 입장에서 심심한 사죄의 말씀을 드린다.,1
